date,close,close_t+1,next_day_direction,return_1d,ma_5,vol_5,sent_mean,sent_count,sent_max
2008-08-08,93.8371353149414,94.80908966064453,1,0.0,93.93722534179688,0.009006431999320635,0.07589432442274147,25,0.20026534851256567
2008-08-11,94.80908966064453,93.8226318359375,0,0.01035788595251752,93.93722534179688,0.009006431999320635,0.05991460912051434,25,0.22317335255579823
2008-08-12,93.8226318359375,93.25685119628906,0,-0.010404675630131144,93.93722534179688,0.009006431999320635,0.06844864147367356,25,0.12819816861381247
2008-08-13,93.25685119628906,93.96041870117188,1,-0.006030321560769991,93.93722534179688,0.009006431999320635,0.08356237197050449,25,0.21666377953371763
2008-08-14,93.96041870117188,94.41738891601562,1,0.007544405540799604,93.93722534179688,0.009006431999320635,0.0938265469531905,25,0.21340593131632937
2008-08-15,94.41738891601562,93.12629699707031,0,0.004863433147281659,94.05327606201172,0.009006431999320635,0.07657611743905193,25,0.16195418316525648
2008-08-18,93.12629699707031,92.1108169555664,0,-0.013674302305624497,93.71671752929687,0.0093476105319981,0.062998062211325,25,0.1601665654520978
2008-08-19,92.1108169555664,92.53880310058594,1,-0.010904331797235045,93.37435455322266,0.009441539582169499,0.08688824115282481,25,0.18883458044598195
2008-08-20,92.53880310058594,92.69834899902344,1,0.004646426545386051,93.23074493408203,0.009959017103824264,0.11189761122370148,25,0.613095736795286
2008-08-21,92.69834899902344,94.04021453857422,1,0.0017240972769452245,92.97833099365235,0.008923139679672676,0.09256698063285584,25,0.2810271424406057
2008-08-22,94.04021453857422,92.13257598876953,0,0.014475614226580502,92.90289611816407,0.01158889434361697,0.09398449718972283,25,0.24761821977789675
2008-08-25,92.13257598876953,92.40096282958984,1,-0.020285348764513933,92.7041519165039,0.013629996793818424,0.08607353992093962,25,0.19378374328990736
2008-08-26,92.40096282958984,93.30035400390625,1,0.0029130504378063193,92.76218109130859,0.012763942603745871,0.09758789368835089,25,0.24284629535714763
2008-08-27,93.30035400390625,94.43191528320312,1,0.009733569291643596,92.91449127197265,0.013347110576811051,0.09620925933322275,25,0.26832200210499146
2008-08-28,94.43191528320312,93.41641998291016,0,0.012128156333142126,93.26120452880859,0.014137049124356786,0.10401646638436025,25,0.6095568989130452
2008-08-29,93.41641998291016,92.8361587524414,0,-0.010753729787725708,93.13644561767578,0.013870924552445948,0.10119649151675865,25,0.6095568989130452
2008-09-02,92.8361587524414,92.75636291503906,0,-0.006211554998306501,93.27716217041015,0.009903899473114606,0.09535959619144631,25,0.2829088568358544
2008-09-03,92.75636291503906,89.96382904052734,0,-0.0008595340272008478,93.3482421875,0.009918923107672176,0.07835849679417813,25,0.21160723738577844
2008-09-04,89.96382904052734,90.24668884277344,1,-0.030106116569809438,92.68093719482422,0.015427795954098681,0.10026716919032928,25,0.27078387022526845
2008-09-05,90.24668884277344,92.1108169555664,1,0.003144150324222661,91.84389190673828,0.01294273571915536,0.08036473638413658,25,0.16960341037391727
2008-09-08,92.1108169555664,89.37629699707031,0,0.02065591698373148,91.58277130126953,0.018347094396008106,0.07888987767204603,25,0.3065872767296203
2008-09-09,89.37629699707031,89.73897552490234,1,-0.02968728374014107,90.89079895019532,0.022098516327868557,0.09274548902232446,25,0.23047442966961226
2008-09-10,89.73897552490234,91.03733825683594,1,0.004057882682742209,90.28732147216797,0.02256522475475762,0.1082481234399142,25,0.5441234238167737
2008-09-11,91.03733825683594,91.4580078125,1,0.014468214333172247,90.50202331542968,0.01944051684590282,0.09535341345761596,25,0.39386859178290684
2008-09-12,91.4580078125,87.10599517822266,0,0.004620846388075028,90.744287109375,0.019463425191159227,0.09162260906554617,25,0.2341810922890038
2008-09-15,87.10599517822266,88.56390380859375,1,-0.04758481775810708,89.74332275390626,0.026490050058436583,0.1084540803871189,25,0.5343147388048589
2008-09-16,88.56390380859375,84.58179473876953,0,0.016737178966707678,89.58084411621094,0.026361599715047764,0.10227552373774229,25,0.46195199839588263
2008-09-17,84.58179473876953,87.09150695800781,1,-0.04496311588105284,88.54940795898438,0.032223210442795795,0.07414896873098879,25,0.1514057873950444
2008-09-18,87.09150695800781,90.55020904541016,1,0.02967201425542587,87.76024169921875,0.03578813831762343,0.07097004397739456,25,0.42297863257704893
2008-09-19,90.55020904541016,88.50019836425781,0,0.03971342566238967,87.57868194580078,0.041879163985345885,0.0760472402707232,25,0.2539111976559977
2008-09-22,88.50019836425781,86.48666381835938,0,-0.022639491424302327,87.8575225830078,0.03606711786199962,0.09220332389270461,25,0.2345974361105551
2008-09-23,86.48666381835938,86.76392364501953,1,-0.02275175178264499,87.44207458496093,0.03681547250968787,0.10736079616665548,25,0.390965059305334
2008-09-24,86.76392364501953,88.12085723876953,1,0.003205810172565604,87.87850036621094,0.028939948742686336,0.04633550208069348,25,0.17910703591050314
2008-09-25,88.12085723876953,88.16460418701172,1,0.015639375638446973,88.08437042236328,0.026587291751804954,0.08730925532553431,25,0.33320759069166295
2008-09-26,88.16460418701172,81.25588989257812,0,0.0004964426086284668,87.6072494506836,0.016952772925862118,0.06964160295234648,25,0.16158896280180118
